online_order,book_table,rate,votes,location,rest_type,approx_cost(for two people),listed_in(type)
No,Yes,4.2 /5,1476,MG Road,"Pub, Casual Dining",1500,Drinks & nightlife
No,No,4.3 /5,1052,Lavelle Road,Lounge,1500,Drinks & nightlife
No,Yes,4.3 /5,612,Infantry Road,"Casual Dining, Bar",2500,Drinks & nightlife
Yes,Yes,4.4 /5,504,St. Marks Road,"Bar, Casual Dining",1900,Drinks & nightlife
No,Yes,4.3 /5,2749,Brigade Road,"Bar, Casual Dining",1300,Drinks & nightlife
No,No,4.3 /5,1749,Church Street,Lounge,1300,Drinks & nightlife
No,Yes,4.4 /5,152,Lavelle Road,"Casual Dining, Bar",1000,Drinks & nightlife
No,Yes,4.2 /5,265,Brigade Road,Pub,1500,Drinks & nightlife
No,No,4.3 /5,2286,Church Street,"Bar, Casual Dining",1100,Drinks & nightlife
No,Yes,4.3 /5,301,St. Marks Road,"Bar, Casual Dining",1200,Drinks & nightlife
No,Yes,4.2 /5,228,MG Road,"Pub, Casual Dining",1000,Drinks & nightlife
Yes,Yes,4.2 /5,2292,St. Marks Road,"Casual Dining, Bar",1400,Drinks & nightlife
No,No,4.2 /5,1359,Church Street,Pub,1100,Drinks & nightlife
Yes,Yes,4.0 /5,941,Church Street,"Casual Dining, Bar",1000,Drinks & nightlife
Yes,Yes,4.2 /5,416,Brigade Road,"Bar, Casual Dining",1600,Drinks & nightlife
No,Yes,3.9 /5,685,Church Street,"Casual Dining, Bar",1200,Drinks & nightlife
No,No,4.2 /5,2034,Shanti Nagar,"Casual Dining, Pub",1200,Drinks & nightlife
No,Yes,4.2 /5,551,MG Road,"Casual Dining, Pub",1500,Drinks & nightlife
No,Yes,4.1 /5,559,Brigade Road,"Pub, Casual Dining",1100,Drinks & nightlife
No,No,3.9 /5,23,Richmond Road,Bar,2000,Drinks & nightlife
No,No,3.9 /5,952,Brigade Road,Pub,1100,Drinks & nightlife
Yes,No,4.1 /5,1221,Brigade Road,Bar,2000,Drinks & nightlife
No,No,4.2 /5,38,Richmond Road,Bar,2000,Drinks & nightlife
No,No,4.1 /5,1546,Lavelle Road,Pub,1200,Drinks & nightlife
No,Yes,4.1 /5,612,MG Road,Club,2800,Drinks & nightlife
No,No,3.8 /5,625,MG Road,Lounge,3000,Drinks & nightlife
No,No,2.0 /5,402,Brigade Road,Lounge,1500,Drinks & nightlife
No,Yes,4.0 /5,752,Church Street,Pub,1100,Drinks & nightlife
No,No,3.9 /5,190,St. Marks Road,Bar,600,Drinks & nightlife
No,No,2.6 /5,409,MG Road,Pub,1000,Drinks & nightlife
No,No,3.9 /5,235,Langford Town,"Bar, Casual Dining",1000,Drinks & nightlife
No,Yes,4.0 /5,196,MG Road,"Lounge, Bar",3000,Drinks & nightlife
No,Yes,3.8 /5,73,Shanti Nagar,Bar,1200,Drinks & nightlife
No,No,3.9 /5,73,Lavelle Road,Lounge,2500,Drinks & nightlife
No,No,4.1 /5,259,MG Road,"Casual Dining, Bar",,Drinks & nightlife
No,Yes,4.2 /5,264,MG Road,"Casual Dining, Bar",1500,Drinks & nightlife
No,No,3.5 /5,29,Richmond Road,Bar,2200,Drinks & nightlife
No,No,2.9 /5,24,Brigade Road,"Bar, Casual Dining",1900,Drinks & nightlife
No,No,,0,Church Street,"Bar, Cafe",1000,Drinks & nightlife
No,No,,0,Lavelle Road,Bar,1000,Drinks & nightlife
No,No,3.7 /5,11,St. Marks Road,Lounge,1200,Drinks & nightlife
Yes,Yes,4.7 /5,4845,Cunningham Road,"Pub, Cafe",1300,Drinks & nightlife
No,Yes,4.1 /5,329,Cunningham Road,Lounge,1300,Drinks & nightlife
No,Yes,4.0 /5,140,Wilson Garden,Bar,1000,Drinks & nightlife
No,Yes,3.7 /5,64,Basavanagudi,Bar,2200,Drinks & nightlife
No,Yes,4.1 /5,100,Ulsoor,Lounge,2400,Drinks & nightlife
No,No,3.6 /5,11,Shivajinagar,Bar,700,Drinks & nightlife
No,Yes,3.7 /5,44,Race Course Road,Bar,2800,Drinks & nightlife
No,No,3.6 /5,14,Cunningham Road,Bar,1500,Drinks & nightlife
No,No,3.6 /5,12,Race Course Road,Cafe,800,Drinks & nightlife
Yes,Yes,4.4 /5,1476,Sarjapur Road,"Microbrewery, Casual Dining",1500,Buffet
No,Yes,4.1 /5,282,Bellandur,Casual Dining,2000,Buffet
Yes,Yes,4.3 /5,4139,Sarjapur Road,"Casual Dining, Bar",1400,Buffet
No,Yes,4.7 /5,1018,Sarjapur Road,Casual Dining,1600,Buffet
Yes,Yes,4.2 /5,1060,Sarjapur Road,Casual Dining,1300,Buffet
No,Yes,4.5 /5,200,Sarjapur Road,"Bar, Casual Dining",1800,Buffet
No,No,3.9 /5,1228,Sarjapur Road,Casual Dining,1100,Buffet
Yes,Yes,4.3 /5,733,Sarjapur Road,Casual Dining,1500,Buffet
Yes,Yes,4.0 /5,977,Sarjapur Road,Pub,1500,Buffet
Yes,No,4.2 /5,774,Sarjapur Road,Casual Dining,500,Buffet
No,No,3.0 /5,197,Sarjapur Road,Casual Dining,700,Buffet
No,Yes,3.9 /5,52,Sarjapur Road,Lounge,1900,Buffet
No,Yes,4.0 /5,3056,Bellandur,Casual Dining,1000,Buffet
Yes,Yes,4.4 /5,2232,Bellandur,"Bar, Casual Dining",1400,Buffet
No,Yes,3.9 /5,291,Bellandur,Casual Dining,1500,Buffet
Yes,No,4.0 /5,468,Bellandur,Casual Dining,1200,Buffet
No,Yes,4.3 /5,766,Marathahalli,Fine Dining,2500,Buffet
Yes,Yes,3.9 /5,406,Bellandur,Bar,1500,Buffet
No,Yes,3.6 /5,259,Bellandur,Lounge,1500,Buffet
Yes,Yes,4.1 /5,1696,Bellandur,"Casual Dining, Bar",1100,Buffet
Yes,Yes,3.7 /5,37,Bellandur,Casual Dining,1500,Buffet
No,No,3.9 /5,237,Marathahalli,Bar,,Buffet
No,No,2.8 /5,12,Bellandur,Food Court,1000,Buffet
No,No,3.0 /5,120,Bellandur,Casual Dining,1000,Buffet
No,No,3.5 /5,95,Bellandur,Casual Dining,700,Buffet
No,No,3.0 /5,155,Bellandur,Casual Dining,800,Buffet
Yes,No,4.3 /5,591,Sarjapur Road,"Dessert Parlor, Cafe",500,Cafes
Yes,No,4.3 /5,901,Sarjapur Road,Quick Bites,600,Cafes
Yes,No,4.3 /5,160,Sarjapur Road,Cafe,800,Cafes
Yes,No,3.9 /5,66,Sarjapur Road,"Cafe, Dessert Parlor",600,Cafes
Yes,No,4.0 /5,138,Sarjapur Road,Cafe,500,Cafes
No,No,3.7 /5,74,Sarjapur Road,Cafe,,Cafes
Yes,No,4.0 /5,34,Sarjapur Road,Cafe,200,Cafes
No,No,4.0 /5,19,Sarjapur Road,Cafe,700,Cafes
Yes,No,3.6 /5,44,Sarjapur Road,Cafe,600,Cafes
Yes,No,4.2 /5,510,Sarjapur Road,Cafe,800,Cafes
Yes,No,3.1 /5,13,Sarjapur Road,Cafe,900,Cafes
No,No,,0,Sarjapur Road,Cafe,400,Cafes
No,No,NEW,0,Sarjapur Road,Quick Bites,150,Cafes
No,No,,0,Sarjapur Road,"Cafe, Quick Bites",500,Cafes
Yes,No,NEW,0,Sarjapur Road,Quick Bites,400,Cafes
No,No,3.8 /5,19,Bellandur,"Cafe, Quick Bites",500,Cafes
Yes,No,4.0 /5,109,Bellandur,Cafe,400,Cafes
No,No,NEW,0,Bellandur,Quick Bites,200,Cafes
Yes,No,3.8 /5,37,Bellandur,Cafe,650,Cafes
Yes,No,3.6 /5,136,Bellandur,"Bakery, Quick Bites",600,Cafes
No,No,3.9 /5,23,Whitefield,Quick Bites,200,Cafes
No,No,4.0 /5,23,Bellandur,Cafe,500,Cafes
No,No,3.9 /5,39,Bellandur,Cafe,700,Cafes
No,No,3.9 /5,26,Bellandur,Cafe,400,Cafes
Yes,No,3.4 /5,36,Bellandur,"Beverage Shop, Cafe",400,Cafes
Yes,No,3.0 /5,19,Bellandur,Cafe,500,Cafes
No,No,3.7 /5,47,Bellandur,Cafe,500,Cafes
No,No,3.7 /5,33,Bellandur,Cafe,400,Cafes
No,No,3.0 /5,6,Bellandur,Cafe,500,Cafes
Yes,Yes,4.0 /5,348,Bellandur,Cafe,1000,Cafes
No,No,3.5 /5,7,Bellandur,Quick Bites,200,Cafes
Yes,No,3.8 /5,8,Sarjapur Road,Quick Bites,500,Delivery
Yes,No,4.4 /5,650,Bellandur,Delivery,500,Delivery
Yes,No,3.4 /5,425,Marathahalli,Quick Bites,400,Delivery
Yes,No,3.9 /5,150,Bellandur,Casual Dining,650,Delivery
Yes,No,4.2 /5,170,Bellandur,"Takeaway, Delivery",500,Delivery
Yes,No,3.3 /5,120,East Bangalore,Delivery,450,Delivery
Yes,No,3.8 /5,244,Bellandur,Quick Bites,200,Delivery
Yes,No,2.9 /5,321,Bellandur,Quick Bites,450,Delivery
Yes,No,4.3 /5,300,Sarjapur Road,Delivery,400,Delivery
Yes,No,3.8 /5,234,Marathahalli,Quick Bites,300,Delivery
Yes,No,3.5 /5,142,Bellandur,Quick Bites,350,Delivery
Yes,No,3.0 /5,20,Sarjapur Road,Quick Bites,200,Delivery
Yes,No,2.9 /5,254,Bellandur,Quick Bites,400,Delivery
Yes,No,3.9 /5,79,Sarjapur Road,Quick Bites,500,Delivery
Yes,No,3.8 /5,126,Bellandur,Mess,300,Delivery
Yes,No,3.8 /5,24,HSR,Quick Bites,150,Delivery
Yes,No,3.8 /5,71,Marathahalli,Quick Bites,200,Delivery
Yes,No,4.0 /5,795,HSR,Quick Bites,500,Delivery
Yes,No,3.6 /5,52,HSR,Quick Bites,200,Delivery
Yes,No,3.9 /5,1246,Bellandur,Casual Dining,500,Delivery
Yes,No,3.7 /5,34,Sarjapur Road,Casual Dining,500,Delivery
Yes,No,3.5 /5,22,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,4.1 /5,163,Bellandur,Sweet Shop,400,Delivery
Yes,No,3.6 /5,103,HSR,Quick Bites,400,Delivery
Yes,No,3.8 /5,184,HSR,Quick Bites,400,Delivery
Yes,No,3.4 /5,52,Sarjapur Road,Quick Bites,600,Delivery
Yes,No,3.5 /5,48,Bellandur,Quick Bites,400,Delivery
Yes,No,4.0 /5,90,Bellandur,Quick Bites,300,Delivery
Yes,No,3.3 /5,15,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.1 /5,12,Bellandur,Quick Bites,500,Delivery
Yes,No,4.1 /5,167,Bellandur,"Takeaway, Delivery",600,Delivery
Yes,No,4.0 /5,323,HSR,"Beverage Shop, Quick Bites",250,Delivery
Yes,No,3.8 /5,71,Marathahalli,Quick Bites,400,Delivery
Yes,No,3.5 /5,15,Marathahalli,Quick Bites,200,Delivery
Yes,No,3.4 /5,4,Bellandur,Casual Dining,450,Delivery
Yes,No,3.1 /5,129,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,4.0 /5,856,Sarjapur Road,Delivery,650,Delivery
Yes,No,3.4 /5,15,Sarjapur Road,"Bakery, Quick Bites",400,Delivery
Yes,No,3.2 /5,393,Sarjapur Road,Quick Bites,450,Delivery
Yes,No,3.6 /5,710,Bellandur,Casual Dining,600,Delivery
Yes,No,3.8 /5,137,Sarjapur Road,Casual Dining,400,Delivery
Yes,No,NEW,0,Sarjapur Road,Delivery,600,Delivery
Yes,No,3.9 /5,266,Bellandur,Casual Dining,950,Delivery
Yes,No,4.0 /5,365,Sarjapur Road,Delivery,650,Delivery
Yes,No,3.3 /5,55,Sarjapur Road,Quick Bites,200,Delivery
Yes,No,3.7 /5,25,Bellandur,Quick Bites,400,Delivery
Yes,No,3.9 /5,78,Bellandur,"Bakery, Dessert Parlor",500,Delivery
Yes,No,3.9 /5,101,Bellandur,Quick Bites,200,Delivery
Yes,No,3.6 /5,12,Sarjapur Road,Quick Bites,150,Delivery
Yes,No,4.0 /5,88,Sarjapur Road,Dessert Parlor,400,Delivery
Yes,No,3.9 /5,72,Sarjapur Road,Quick Bites,200,Delivery
Yes,No,3.9 /5,155,Bellandur,Beverage Shop,200,Delivery
Yes,No,3.1 /5,27,Bellandur,Quick Bites,300,Delivery
Yes,No,2.9 /5,107,HSR,Quick Bites,300,Delivery
Yes,No,4.0 /5,63,Bellandur,Quick Bites,200,Delivery
Yes,No,4.3 /5,229,Sarjapur Road,Delivery,600,Delivery
Yes,No,3.8 /5,69,Marathahalli,Bakery,500,Delivery
Yes,No,3.5 /5,112,Sarjapur Road,Quick Bites,350,Delivery
Yes,No,4.1 /5,90,Sarjapur Road,Delivery,600,Delivery
Yes,No,4.0 /5,468,Bellandur,Casual Dining,1200,Delivery
Yes,No,2.9 /5,833,Sarjapur Road,Casual Dining,800,Delivery
Yes,No,3.4 /5,9,Bellandur,Quick Bites,300,Delivery
Yes,No,4.2 /5,240,Sarjapur Road,Quick Bites,150,Delivery
Yes,No,3.6 /5,409,Bellandur,Casual Dining,500,Delivery
Yes,No,3.9 /5,42,Bellandur,Quick Bites,400,Delivery
Yes,No,4.6 /5,1324,Sarjapur Road,"Bar, Casual Dining",1500,Delivery
Yes,No,3.9 /5,79,HSR,Quick Bites,300,Delivery
Yes,No,3.4 /5,6,Sarjapur Road,Quick Bites,400,Delivery
Yes,No,2.8 /5,122,Bellandur,Quick Bites,400,Delivery
Yes,No,3.0 /5,93,Bellandur,Quick Bites,400,Delivery
Yes,No,4.2 /5,506,Bellandur,"Bakery, Dessert Parlor",500,Delivery
Yes,No,3.6 /5,57,Bellandur,Delivery,400,Delivery
Yes,No,3.3 /5,8,Bellandur,Bakery,250,Delivery
Yes,No,2.8 /5,70,Marathahalli,Quick Bites,500,Delivery
Yes,No,3.9 /5,100,Sarjapur Road,Quick Bites,500,Delivery
Yes,No,3.0 /5,54,HSR,Quick Bites,500,Delivery
Yes,No,3.8 /5,33,Sarjapur Road,Dessert Parlor,200,Delivery
Yes,Yes,4.4 /5,139,Sarjapur Road,Casual Dining,700,Delivery
Yes,No,3.5 /5,29,Sarjapur Road,Delivery,300,Delivery
Yes,No,3.4 /5,7,Sarjapur Road,Casual Dining,550,Delivery
Yes,No,2.6 /5,22,Bellandur,Quick Bites,400,Delivery
Yes,No,3.3 /5,36,Bellandur,Casual Dining,800,Delivery
No,No,3.6 /5,33,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.5 /5,237,HSR,Quick Bites,400,Delivery
Yes,No,3.5 /5,32,Sarjapur Road,Delivery,400,Delivery
Yes,No,3.7 /5,10,Bellandur,Quick Bites,250,Delivery
Yes,No,3.8 /5,19,Sarjapur Road,Quick Bites,400,Delivery
Yes,No,3.6 /5,14,Sarjapur Road,"Takeaway, Delivery",500,Delivery
Yes,No,4.0 /5,109,Bellandur,Cafe,400,Delivery
Yes,No,3.9 /5,65,Sarjapur Road,Quick Bites,100,Delivery
Yes,No,4.0 /5,101,HSR,Delivery,600,Delivery
Yes,No,4.1 /5,105,HSR,Quick Bites,800,Delivery
Yes,No,,0,Bellandur,Quick Bites,350,Delivery
Yes,No,3.4 /5,36,Bellandur,"Beverage Shop, Cafe",400,Delivery
No,No,3.2 /5,13,HSR,Takeaway,,Delivery
Yes,No,3.9 /5,70,Sarjapur Road,Delivery,600,Delivery
Yes,No,3.6 /5,7,HSR,Dessert Parlor,300,Delivery
Yes,No,3.8 /5,20,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.9 /5,179,Bellandur,"Bakery, Dessert Parlor",300,Delivery
Yes,No,3.5 /5,53,Bellandur,Quick Bites,200,Delivery
Yes,No,3.6 /5,25,Sarjapur Road,Quick Bites,150,Delivery
Yes,Yes,3.5 /5,27,HSR,Casual Dining,700,Delivery
Yes,No,3.8 /5,28,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.6 /5,22,Bellandur,"Beverage Shop, Dessert Parlor",400,Delivery
Yes,No,4.1 /5,74,Bellandur,"Takeaway, Delivery",100,Delivery
Yes,No,3.9 /5,40,HSR,Beverage Shop,300,Delivery
Yes,No,4.1 /5,64,Bellandur,Beverage Shop,600,Delivery
Yes,No,3.5 /5,16,Sarjapur Road,"Takeaway, Delivery",300,Delivery
Yes,No,3.9 /5,231,Sarjapur Road,Delivery,500,Delivery
Yes,No,3.4 /5,7,Bellandur,Sweet Shop,300,Delivery
Yes,No,3.9 /5,49,Bellandur,Quick Bites,300,Delivery
Yes,No,2.9 /5,114,Bellandur,Quick Bites,400,Delivery
Yes,No,3.5 /5,11,Sarjapur Road,Quick Bites,400,Delivery
Yes,No,3.2 /5,6,Bellandur,Quick Bites,350,Delivery
Yes,Yes,3.9 /5,44,Sarjapur Road,Quick Bites,500,Delivery
Yes,No,3.0 /5,20,Sarjapur Road,Delivery,500,Delivery
Yes,No,3.2 /5,263,Sarjapur Road,Casual Dining,450,Delivery
Yes,Yes,4.1 /5,1073,HSR,"Casual Dining, Bar",1200,Delivery
Yes,No,3.9 /5,115,HSR,Quick Bites,600,Delivery
Yes,Yes,4.0 /5,822,HSR,Cafe,700,Delivery
Yes,No,3.3 /5,8,Sarjapur Road,Delivery,500,Delivery
Yes,No,3.2 /5,10,Bellandur,Quick Bites,800,Delivery
Yes,No,3.3 /5,6,Marathahalli,Delivery,300,Delivery
Yes,No,3.7 /5,35,Sarjapur Road,Beverage Shop,400,Delivery
Yes,No,2.9 /5,26,Marathahalli,Bakery,400,Delivery
Yes,No,3.8 /5,31,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.6 /5,11,Sarjapur Road,Quick Bites,100,Delivery
Yes,No,2.7 /5,82,Bellandur,Casual Dining,800,Delivery
Yes,No,3.8 /5,215,HSR,Quick Bites,200,Delivery
Yes,No,3.7 /5,21,Sarjapur Road,Quick Bites,450,Delivery
Yes,No,3.6 /5,19,Sarjapur Road,Delivery,600,Delivery
Yes,No,3.6 /5,44,Sarjapur Road,Cafe,600,Delivery
Yes,No,3.8 /5,20,Sarjapur Road,Quick Bites,400,Delivery
Yes,No,3.9 /5,171,Sarjapur Road,Delivery,500,Delivery
Yes,No,3.4 /5,11,Bellandur,"Takeaway, Delivery",200,Delivery
Yes,No,2.9 /5,166,Bellandur,"Quick Bites, Sweet Shop",250,Delivery
Yes,No,,0,Bellandur,Delivery,200,Delivery
Yes,No,3.4 /5,15,HSR,Quick Bites,200,Delivery
Yes,No,4.0 /5,72,HSR,Sweet Shop,200,Delivery
Yes,No,4.1 /5,172,Bellandur,Quick Bites,450,Delivery
Yes,No,3.1 /5,142,Marathahalli,Casual Dining,450,Delivery
Yes,No,3.2 /5,7,Sarjapur Road,Quick Bites,250,Delivery
Yes,No,2.9 /5,77,Marathahalli,Quick Bites,400,Delivery
No,No,3.3 /5,6,HSR,"Takeaway, Delivery",,Delivery
Yes,No,3.7 /5,25,Bellandur,"Beverage Shop, Quick Bites",250,Delivery
Yes,No,3.5 /5,16,Sarjapur Road,Casual Dining,550,Delivery
Yes,No,3.2 /5,205,Sarjapur Road,Casual Dining,500,Delivery
Yes,No,3.5 /5,55,Sarjapur Road,Delivery,600,Delivery
Yes,No,NEW,0,Bellandur,Dessert Parlor,400,Delivery
Yes,No,3.9 /5,41,Marathahalli,Dessert Parlor,150,Delivery
Yes,No,3.6 /5,8,Sarjapur Road,Delivery,300,Delivery
Yes,No,3.3 /5,296,Sarjapur Road,Quick Bites,400,Delivery
Yes,No,4.1 /5,273,Bellandur,Casual Dining,800,Delivery
Yes,No,3.4 /5,17,Bellandur,Quick Bites,400,Delivery
Yes,No,4.0 /5,201,HSR,Delivery,800,Delivery
Yes,No,3.3 /5,9,HSR,Quick Bites,300,Delivery
Yes,No,3.4 /5,6,Bellandur,"Dessert Parlor, Bakery",300,Delivery
Yes,No,3.5 /5,6,Bellandur,Beverage Shop,200,Delivery
Yes,No,3.3 /5,9,Sarjapur Road,Dessert Parlor,300,Delivery
Yes,Yes,4.4 /5,898,Sarjapur Road,Casual Dining,1400,Delivery
Yes,No,3.5 /5,43,Sarjapur Road,Delivery,500,Delivery
Yes,No,3.9 /5,77,Bellandur,"Cafe, Dessert Parlor",600,Delivery
Yes,No,3.8 /5,45,HSR,"Beverage Shop, Quick Bites",300,Delivery
Yes,No,4.2 /5,57,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.6 /5,262,Bellandur,Quick Bites,500,Delivery
No,No,3.7 /5,134,Bellandur,Quick Bites,200,Delivery
Yes,No,3.7 /5,49,Bellandur,Quick Bites,400,Delivery
Yes,No,3.1 /5,100,Sarjapur Road,Quick Bites,250,Delivery
Yes,No,3.7 /5,47,Bellandur,Dessert Parlor,900,Delivery
Yes,No,3.6 /5,97,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.4 /5,86,Bellandur,Quick Bites,200,Delivery
Yes,No,3.7 /5,16,Sarjapur Road,Bakery,400,Delivery
Yes,No,,0,Bellandur,"Beverage Shop, Quick Bites",250,Delivery
Yes,No,3.8 /5,36,Sarjapur Road,Delivery,500,Delivery
No,No,,0,Sarjapur Road,Bakery,600,Delivery
Yes,No,3.1 /5,150,Sarjapur Road,Quick Bites,750,Delivery
Yes,No,3.7 /5,66,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.8 /5,44,HSR,Quick Bites,200,Delivery
Yes,No,4.1 /5,573,HSR,Cafe,600,Delivery
No,No,4.2 /5,281,Sarjapur Road,"Sweet Shop, Quick Bites",400,Delivery
Yes,No,4.1 /5,1036,HSR,Casual Dining,500,Delivery
Yes,No,4.0 /5,545,Bellandur,Quick Bites,300,Delivery
Yes,No,2.8 /5,92,Bellandur,Quick Bites,350,Delivery
Yes,No,3.7 /5,182,Bellandur,Quick Bites,400,Delivery
Yes,No,4.1 /5,130,HSR,Dessert Parlor,350,Delivery
Yes,No,3.8 /5,35,Bellandur,Delivery,450,Delivery
Yes,Yes,3.8 /5,32,Bellandur,Casual Dining,700,Delivery
Yes,No,,0,Sarjapur Road,Dessert Parlor,150,Delivery
Yes,No,3.6 /5,27,Bellandur,Quick Bites,300,Delivery
Yes,No,3.1 /5,26,Sarjapur Road,Quick Bites,150,Delivery
Yes,No,3.5 /5,26,Bellandur,Casual Dining,700,Delivery
Yes,No,3.1 /5,40,Sarjapur Road,Quick Bites,350,Delivery
Yes,No,4.0 /5,34,Sarjapur Road,Cafe,200,Delivery
Yes,No,2.9 /5,32,Bellandur,Casual Dining,550,Delivery
Yes,No,,0,Sarjapur Road,Quick Bites,200,Delivery
Yes,No,3.0 /5,9,Marathahalli,Quick Bites,450,Delivery
Yes,No,4.1 /5,262,Sarjapur Road,Casual Dining,700,Delivery
Yes,No,2.9 /5,27,Sarjapur Road,Cafe,900,Delivery
Yes,No,3.6 /5,22,Bellandur,Quick Bites,400,Delivery
Yes,No,3.8 /5,55,Marathahalli,Quick Bites,400,Delivery
Yes,Yes,3.7 /5,192,Sarjapur Road,Casual Dining,800,Delivery
Yes,No,3.8 /5,430,Bellandur,Casual Dining,900,Delivery
Yes,No,3.7 /5,2192,Bellandur,Casual Dining,750,Delivery
Yes,No,3.9 /5,172,HSR,Delivery,400,Delivery
Yes,No,3.6 /5,136,Bellandur,"Bakery, Quick Bites",600,Delivery
Yes,No,3.6 /5,11,Bellandur,"Dessert Parlor, Bakery",300,Delivery
Yes,No,3.7 /5,833,Marathahalli,Casual Dining,700,Delivery
Yes,No,3.0 /5,137,South Bangalore,Takeaway,650,Delivery
Yes,No,3.8 /5,179,Sarjapur Road,Casual Dining,1000,Delivery
Yes,No,4.0 /5,120,HSR,"Beverage Shop, Quick Bites",500,Delivery
Yes,No,3.7 /5,19,Sarjapur Road,Quick Bites,250,Delivery
Yes,No,3.3 /5,9,Sarjapur Road,Quick Bites,200,Delivery
Yes,No,4.0 /5,58,Bellandur,Dessert Parlor,300,Delivery
Yes,No,3.9 /5,97,HSR,Mess,300,Delivery
Yes,No,3.2 /5,4,Sarjapur Road,Sweet Shop,150,Delivery
Yes,No,3.7 /5,50,Bellandur,Casual Dining,500,Delivery
Yes,No,3.8 /5,45,Sarjapur Road,Quick Bites,200,Delivery
Yes,No,,0,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.6 /5,78,Sarjapur Road,Quick Bites,500,Delivery
Yes,No,3.8 /5,72,Bellandur,Kiosk,300,Delivery
Yes,No,2.9 /5,187,Bellandur,Casual Dining,800,Delivery
Yes,No,3.6 /5,22,Sarjapur Road,Bakery,400,Delivery
Yes,No,3.9 /5,229,Sarjapur Road,Casual Dining,800,Delivery
Yes,No,3.8 /5,123,Marathahalli,"Takeaway, Delivery",150,Delivery
No,No,NEW,0,Sarjapur Road,"Takeaway, Delivery",300,Delivery
Yes,No,2.9 /5,289,Bellandur,Casual Dining,500,Delivery
Yes,No,,0,Marathahalli,Dessert Parlor,300,Delivery
Yes,No,4.0 /5,218,Bellandur,Quick Bites,400,Delivery
Yes,No,3.7 /5,136,Sarjapur Road,Quick Bites,300,Delivery
Yes,No,3.6 /5,30,Bellandur,Quick Bites,400,Delivery
Yes,No,NEW,0,Bellandur,Quick Bites,200,Delivery
Yes,No,3.4 /5,10,Sarjapur Road,Beverage Shop,200,Delivery
Yes,Yes,4.4 /5,3859,HSR,"Casual Dining, Cafe",600,Delivery
Yes,No,3.3 /5,4,Bellandur,Casual Dining,600,Delivery
No,No,,0,Sarjapur Road,Beverage Shop,100,Delivery
Yes,No,4.1 /5,97,Sarjapur Road,Delivery,300,Delivery
Yes,No,3.7 /5,53,Sarjapur Road,Delivery,600,Delivery
Yes,No,4.0 /5,918,Bellandur,Casual Dining,750,Delivery
Yes,No,3.0 /5,23,Sarjapur Road,Casual Dining,600,Delivery
Yes,No,3.8 /5,83,Sarjapur Road,Bakery,300,Delivery
Yes,No,3.3 /5,10,Bellandur,Casual Dining,600,Delivery
Yes,No,4.0 /5,138,Sarjapur Road,Cafe,500,Delivery
Yes,No,3.6 /5,28,Sarjapur Road,Bakery,400,Delivery
Yes,No,3.2 /5,6,Bellandur,Delivery,250,Delivery
Yes,No,3.6 /5,15,Sarjapur Road,Beverage Shop,400,Delivery
No,No,3.9 /5,88,Sarjapur Road,Quick Bites,400,Delivery
Yes,No,3.7 /5,132,Marathahalli,Casual Dining,750,Delivery
Yes,No,3.2 /5,4,HSR,"Takeaway, Delivery",400,Delivery
Yes,No,3.3 /5,200,Bellandur,Quick Bites,450,Delivery
Yes,No,,0,Sarjapur Road,Dessert Parlor,200,Delivery
Yes,No,2.8 /5,191,HSR,Casual Dining,400,Delivery
No,No,3.0 /5,15,Bellandur,Quick Bites,500,Delivery
Yes,No,3.3 /5,12,Bellandur,Quick Bites,300,Delivery
Yes,Yes,3.8 /5,206,Sarjapur Road,Casual Dining,800,Delivery
Yes,No,3.3 /5,4,HSR,Quick Bites,300,Delivery
Yes,No,3.7 /5,48,Bellandur,Dessert Parlor,250,Delivery
Yes,No,3.6 /5,31,Bellandur,"Casual Dining, Bar",500,Delivery
No,No,3.7 /5,30,Sarjapur Road,Quick Bites,450,Delivery
Yes,No,3.0 /5,48,Marathahalli,Quick Bites,400,Delivery
Yes,No,2.7 /5,21,Sarjapur Road,"Quick Bites, Sweet Shop",250,Delivery
Yes,No,3.9 /5,434,Sarjapur Road,Delivery,450,Delivery
Yes,No,,0,Bellandur,"Dessert Parlor, Bakery",600,Delivery
Yes,No,3.6 /5,26,Sarjapur Road,Bakery,500,Delivery
Yes,No,3.3 /5,13,Bellandur,Quick Bites,200,Delivery
Yes,No,3.7 /5,35,Sarjapur Road,"Beverage Shop, Dessert Parlor",200,Delivery
No,No,,0,Sarjapur Road,Quick Bites,,Delivery
No,No,3.3 /5,4,Bellandur,Casual Dining,900,Delivery
Yes,No,4.3 /5,273,Sarjapur Road,Bakery,750,Delivery
Yes,No,3.8 /5,51,Sarjapur Road,Casual Dining,600,Delivery
